id,label
1,0.9988988637924194
2,0.9998893737792969
3,0.9996001124382019
4,0.9992139339447021
5,0.00886610709130764
6,0.02545679360628128
7,9.762925037648529e-05
8,0.0013195290230214596
9,0.00024929980281740427
10,0.14627845585346222
11,0.00985583383589983
12,0.9984772801399231
13,0.003537156619131565
14,0.0206585843116045
15,0.0002412617759546265
16,0.21096031367778778
17,0.9824463129043579
18,0.9991601705551147
19,0.00024096407287288457
20,0.00034783771843649447
21,0.9998306035995483
22,0.002170555992051959
23,0.9997534155845642
24,0.8758573532104492
25,1.3102368939144071e-05
26,0.9914972186088562
27,0.9943056702613831
28,0.0001661480637267232
29,0.8994061946868896
30,0.9982341527938843
31,0.9989351630210876
32,0.020722893998026848
33,0.9874838590621948
34,0.002674694638699293
35,0.00011801639629993588
36,0.01668289676308632
37,0.003653970779851079
38,0.03770627826452255
39,0.9240883588790894
40,8.157516276696697e-05
41,0.9995414018630981
42,0.9996612071990967
43,0.9997543692588806
44,0.8494952917098999
45,0.0017202466260641813
46,0.9996781349182129
47,2.6129546313313767e-05
48,0.9578744173049927
49,0.999852180480957
50,0.004760469309985638
51,0.00010833326814463362
52,4.498132329899818e-05
53,0.5320001244544983
54,9.344288991997018e-05
55,0.04664332792162895
56,0.9682664275169373
57,0.9998601675033569
58,1.362161219731206e-05
59,0.9984872341156006
60,0.09154138714075089
61,0.04423004016280174
62,0.8650913834571838
63,0.0003494417469482869
64,0.05053212493658066
65,0.9988135099411011
66,0.9490301012992859
67,0.9984336495399475
68,0.00876687653362751
69,0.9984446167945862
70,0.999839186668396
71,0.9882966876029968
72,0.9995985627174377
73,0.9993151426315308
74,0.9977505803108215
75,0.8249344229698181
76,0.9982367753982544
77,0.9473459124565125
78,0.9994634985923767
79,0.9931206107139587
80,0.0009412899380549788
81,0.3071579933166504
82,0.003393425839021802
83,0.9995019435882568
84,0.0011102892458438873
85,0.9129788875579834
86,0.993501603603363
87,0.9567520618438721
88,0.9996887445449829
89,7.429413381032646e-05
90,0.177604079246521
91,0.00018101066234521568
92,1.3772650163446087e-05
93,0.0017740594921633601
94,0.9999240636825562
95,0.9993083477020264
96,1.3597652468888555e-05
97,0.9444311261177063
98,0.9992883801460266
99,0.0014438038924708962
100,0.006291237194091082
101,0.01799595355987549
102,0.9644113183021545
103,0.0015110529493540525
104,0.0007274320814758539
105,0.9669625759124756
106,0.9993718266487122
107,9.066940947377589e-06
108,0.07567933201789856
109,0.9933114051818848
110,0.9996541738510132
111,0.9996286630630493
112,0.9989953637123108
113,0.9870916604995728
114,0.00015468310448341072
115,0.0010942411608994007
116,0.00025771386572159827
117,0.00048511146451346576
118,0.9991382360458374
119,0.9998818635940552
120,0.0006866794428788126
121,0.01455710269510746
122,1.9113444977847394e-06
123,0.00020683484035544097
124,0.0026734734419733286
125,0.021598119288682938
126,0.5471708178520203
127,0.9995991587638855
128,0.0017240060260519385
129,0.0032978453673422337
130,0.9936647415161133
131,0.9997445940971375
132,0.9963359832763672
